manufacturer,type,class,buzzwords1,buzzwords2,buzzwords3,B1_x,B1_y,H1_x,H1_y,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,E1_x,E1_y,F1_x,F1_y,G_x,G_y,H_x,H_y,I_x,I_y,H2_x,H2_y,B4_x,B4_y,J_x,J_y,B3_x,B3_y,B2_x,B2_y,S1_x,S1_y,SRP1_x,SRP1_y,S2_x,S2_y,SRP2_x,SRP2_y,drag_coeff
VW,SUV/SAV,KKL,Groß,Hochqualitativ,Modern,-381.0,-126.0,-833.0,-104.0,-879.0,232.0,-809.0,428.0,59.0,734.0,833.0,1186.0,2042.0,1308.0,2491.0,1301.0,3175.0,1185.0,3392.0,763.0,3440.0,467.0,3518.0,157.0,3345.0,-42.0,3057.0,-76.0,2678.0,0.0,2281.0,-157.0,396.0,-157.0,550.0,-55.0,1260.0,329.0,1472.0,-20.0,2109.0,381.0,0.36151224
VW,SUV/SAV,KKL,Groß,Hochqualitativ,Modern,-386.0,-145.0,-830.0,-111.0,-859.0,203.0,-785.0,407.0,113.0,725.0,904.0,1162.0,2124.0,1293.0,2571.0,1284.0,3298.0,1167.0,3540.0,779.0,3596.0,485.0,3668.0,132.0,3555.0,-35.0,3185.0,-86.0,2792.0,0.0,2401.0,-169.0,391.0,-169.0,610.0,-36.0,1352.0,321.0,1585.0,-25.0,2222.0,367.0,0.35516298
VW,SUV/SAV,KKL,Groß,Hochqualitativ,Modern,-476.0,-118.0,-832.0,-69.0,-878.0,164.0,-769.0,470.0,38.0,747.0,831.0,1214.0,2020.0,1339.0,2388.0,1335.0,3147.0,1250.0,3398.0,791.0,3435.0,585.0,3512.0,172.0,3459.0,35.0,3183.0,-29.0,2676.0,4.0,2263.0,-86.0,402.0,-86.0,539.0,-21.0,1258.0,363.0,1558.0,10.0,2068.0,411.0,0.38641062
Chevrolet,SUV/SAV,UKL,Groß,Elegant,Praktisch,-463.0,-163.0,-860.0,-146.0,-922.0,176.0,-898.0,419.0,117.0,767.0,873.0,1187.0,1635.0,1285.0,2423.0,1246.0,2897.0,1129.0,3132.0,862.0,3238.0,717.0,3329.0,233.0,3197.0,-51.0,2966.0,-75.0,2555.0,0.0,2142.0,-109.0,449.0,-161.0,539.0,-17.0,1290.0,334.0,1587.0,-29.0,2092.0,355.0,0.37196693
VW,SAC,KKL,Modern,Groß,Praktisch,-400.0,-130.0,-705.0,-119.0,-831.0,167.0,-756.0,424.0,302.0,715.0,945.0,1098.0,1785.0,1205.0,2433.0,1176.0,2762.0,1071.0,3173.0,790.0,3326.0,696.0,3400.0,341.0,3355.0,35.0,2993.0,-85.0,2604.0,0.0,2202.0,-180.0,396.0,-180.0,556.0,-54.0,1336.0,268.0,1590.0,-95.0,2133.0,280.0,0.31622672
Audi,Coupe,UKL,Elegant,Sportlich,Modern,-309.0,-166.0,-695.0,-130.0,-901.0,-42.0,-835.0,341.0,279.0,641.0,905.0,976.0,1375.0,1041.0,2154.0,921.0,1974.0,967.0,2868.0,662.0,3056.0,618.0,3276.0,174.0,3243.0,-45.0,2847.0,-106.0,2467.0,0.0,2089.0,-157.0,380.0,-157.0,485.0,-69.0,1350.0,155.0,1592.0,-96.0,1975.0,208.0,0.24247478
Audi,Coupe,UKL,Elegant,Sportlich,Modern,-375.0,-194.0,-667.0,-178.0,-884.0,-131.0,-820.0,315.0,277.0,609.0,902.0,945.0,1734.0,988.0,2157.0,898.0,2055.0,926.0,2923.0,638.0,3130.0,604.0,3294.0,163.0,3222.0,-82.0,2876.0,-141.0,2505.0,0.0,2096.0,-183.0,376.0,-183.0,520.0,-93.0,1378.0,141.0,1618.0,-134.0,2007.0,149.0,0.25228643
Audi,Roadster,UKL,Sportlich,Elegant,Highclass,-373.0,-185.0,-709.0,-169.0,-884.0,-130.0,-820.0,315.0,257.0,596.0,901.0,946.0,1454.0,1016.0,2041.0,939.0,2444.0,977.0,2457.0,707.0,3130.0,604.0,3293.0,164.0,3224.0,-117.0,2914.0,-138.0,2505.0,0.0,2097.0,-192.0,375.0,-192.0,520.0,-93.0,1378.0,140.0,1776.0,-90.0,2206.0,196.0,0.2575174
VW,Hatchback,UKL,Praktisch,Hochqualitativ,Klein,-403.0,-116.0,-582.0,-72.0,-576.0,244.0,-500.0,437.0,147.0,672.0,865.0,1074.0,1686.0,1160.0,2350.0,1129.0,2623.0,1034.0,2870.0,396.0,2952.0,305.0,2952.0,125.0,2880.0,-52.0,2797.0,-60.0,2420.0,0.0,2074.0,-109.0,350.0,-128.0,520.0,-61.0,1326.0,237.0,1606.0,-106.0,2035.0,276.0,0.35060018
VW,Hatchback,UKL,Praktisch,Hochqualitativ,Klein,-403.0,-104.0,-582.0,-60.0,-576.0,257.0,-500.0,449.0,147.0,685.0,865.0,1086.0,1686.0,1172.0,2350.0,1142.0,2623.0,1047.0,2870.0,409.0,2952.0,317.0,2952.0,137.0,2880.0,-39.0,2797.0,-47.0,2420.0,0.0,2073.0,-97.0,350.0,-116.0,520.0,-48.0,1326.0,250.0,1606.0,-94.0,2035.0,289.0,0.35273445
Volvo,Hatchback,UKL,Praktisch,Modern,Elegant,-387.0,-165.0,-825.0,-119.0,-909.0,118.0,-872.0,282.0,254.0,646.0,984.0,994.0,1832.0,1088.0,2496.0,1059.0,3018.0,948.0,3319.0,736.0,3404.0,609.0,3470.0,300.0,3358.0,-46.0,3047.0,-85.0,2656.0,0.0,2263.0,-133.0,397.0,-169.0,546.0,-90.0,1389.0,177.0,1712.0,-116.0,2184.0,211.0,0.30495825
Volvo,Touring/Kombi,KKL,Groß,Maskulin,Elegant,-449.0,-130.0,-839.0,-127.0,-936.0,106.0,-910.0,291.0,325.0,671.0,1053.0,1029.0,1920.0,1115.0,2601.0,1096.0,3267.0,986.0,3587.0,664.0,3597.0,583.0,3692.0,141.0,3573.0,-48.0,3241.0,-111.0,2777.0,0.0,2383.0,-168.0,408.0,-189.0,569.0,-85.0,1422.0,184.0,1731.0,-111.0,2215.0,206.0,0.33260655
Land Rover,SAC,GKL,Futuristisch,Groß,Elegant,-439.0,-167.0,-797.0,-74.0,-836.0,162.0,-721.0,530.0,512.0,791.0,1189.0,1172.0,2047.0,1274.0,2798.0,1246.0,3463.0,1099.0,3812.0,849.0,3943.0,664.0,3958.0,359.0,3673.0,-31.0,3316.0,-109.0,2874.0,0.0,2436.0,-175.0,437.0,-175.0,767.0,-3.0,1553.0,316.0,1875.0,-15.0,2389.0,332.0,0.2947816
Toyota,Van/Minivan,MKL,Praktisch,Modern,Hochqualitativ,-380.0,-179.0,-902.0,-130.0,-918.0,191.0,-823.0,455.0,57.0,732.0,868.0,1164.0,2041.0,1299.0,2523.0,1286.0,3209.0,1170.0,3392.0,861.0,3482.0,645.0,3519.0,200.0,3479.0,19.0,3227.0,-30.0,2783.0,0.0,2397.0,-157.0,375.0,-157.0,552.0,-56.0,1269.0,319.0,1584.0,-6.0,2153.0,357.0,0.3735937
Toyota,Van/Minivan,MKL,Praktisch,Modern,Hochqualitativ,-380.0,-179.0,-902.0,-130.0,-918.0,191.0,-823.0,455.0,57.0,732.0,868.0,1164.0,2041.0,1299.0,2523.0,1286.0,3209.0,1170.0,3392.0,861.0,3482.0,645.0,3519.0,200.0,3479.0,19.0,3227.0,-30.0,2783.0,0.0,2397.0,-157.0,375.0,-157.0,552.0,-56.0,1269.0,319.0,1576.0,-2.0,2112.0,357.0,0.37349483
Chevrolet,Hatchback,UKL,Modern,Elegant,Praktisch,-401.0,-208.0,-808.0,-197.0,-993.0,81.0,-853.0,389.0,93.0,652.0,923.0,1044.0,1759.0,1122.0,2438.0,1048.0,2271.0,1082.0,3111.0,855.0,3391.0,833.0,3504.0,164.0,3402.0,-66.0,3082.0,-94.0,2685.0,0.0,2299.0,-131.0,394.0,-153.0,529.0,-55.0,1356.0,218.0,1664.0,-65.0,2164.0,227.0,0.25966832
Volvo,SUV/SAV,KKL,Modern,Elegant,Groß,-377.0,-151.0,-750.0,-105.0,-858.0,231.0,-834.0,504.0,300.0,763.0,1031.0,1161.0,1975.0,1257.0,2544.0,1244.0,3106.0,1077.0,3421.0,838.0,3522.0,691.0,3567.0,164.0,3474.0,-9.0,3125.0,-74.0,2702.0,0.0,2298.0,-152.0,419.0,-152.0,617.0,-35.0,1362.0,319.0,1590.0,-23.0,2189.0,321.0,0.32769704
Volvo,SUV/SAV,KKL,Modern,Nachhaltig,Elegant,-380.0,-169.0,-749.0,-101.0,-857.0,232.0,-832.0,514.0,289.0,760.0,1032.0,1165.0,1979.0,1261.0,2545.0,1248.0,3111.0,1082.0,3468.0,800.0,3523.0,702.0,3568.0,169.0,3509.0,0.0,3127.0,-70.0,2702.0,0.0,2309.0,-171.0,416.0,-171.0,624.0,-29.0,1373.0,322.0,1610.0,-19.0,2190.0,325.0,0.32318044
Volvo,SUV/SAV,GKL,Modern,Elegant,Groß,-431.0,-108.0,-876.0,-27.0,-910.0,206.0,-823.0,512.0,309.0,799.0,1051.0,1189.0,2215.0,1320.0,2644.0,1311.0,3212.0,1181.0,3649.0,781.0,3642.0,687.0,3717.0,241.0,3528.0,5.0,3237.0,-43.0,2774.0,0.0,2319.0,-87.0,446.0,-87.0,604.0,11.0,1378.0,339.0,1657.0,-7.0,2226.0,359.0,0.34644097
Volvo,SUV/SAV,GKL,Modern,Maskulin,Groß,-410.0,-94.0,-673.0,-26.0,-891.0,254.0,-824.0,553.0,259.0,806.0,1051.0,1229.0,2412.0,1391.0,2626.0,1391.0,3490.0,1266.0,3801.0,884.0,3836.0,770.0,3906.0,295.0,3775.0,42.0,3304.0,-1.0,2855.0,0.0,2452.0,-135.0,450.0,-135.0,635.0,10.0,1356.0,376.0,1634.0,62.0,2208.0,428.0,0.30341977
Volvo,SUV/SAV,GKL,Modern,Maskulin,Groß,-444.0,-118.0,-764.0,-105.0,-889.0,262.0,-868.0,524.0,450.0,804.0,1103.0,1207.0,2463.0,1351.0,2783.0,1350.0,3580.0,1219.0,3902.0,940.0,4015.0,737.0,4065.0,217.0,4012.0,13.0,3512.0,-30.0,2985.0,0.0,2504.0,-146.0,505.0,-146.0,747.0,13.0,1519.0,340.0,1814.0,31.0,2372.0,394.0,0.35141516
Volvo,SUV/SAV,GKL,Modern,Maskulin,Groß,-444.0,-86.0,-865.0,-31.0,-889.0,294.0,-868.0,558.0,449.0,836.0,1102.0,1240.0,2521.0,1385.0,2838.0,1384.0,3579.0,1254.0,3969.0,888.0,4016.0,815.0,4065.0,251.0,4034.0,73.0,3514.0,2.0,2986.0,3.0,2504.0,-112.0,505.0,-114.0,747.0,45.0,1519.0,373.0,1814.0,64.0,2372.0,428.0,0.3246
Volvo,SUV/SAV,GKL,Modern,Maskulin,Groß,-444.0,-118.0,-764.0,-105.0,-889.0,262.0,-868.0,524.0,450.0,804.0,1103.0,1207.0,2463.0,1351.0,2783.0,1350.0,3580.0,1219.0,3902.0,940.0,4015.0,737.0,4065.0,217.0,4012.0,13.0,3512.0,-30.0,2985.0,0.0,2504.0,-146.0,505.0,-146.0,747.0,13.0,1519.0,340.0,1832.0,31.0,2309.0,394.0,0.35101792
Volvo,SUV/SAV,GKL,Modern,Maskulin,Groß,-444.0,-118.0,-764.0,-105.0,-889.0,262.0,-868.0,524.0,450.0,804.0,1103.0,1207.0,2463.0,1351.0,2783.0,1350.0,3580.0,1219.0,3902.0,940.0,4015.0,737.0,4065.0,217.0,4012.0,13.0,3512.0,-30.0,2985.0,0.0,2504.0,-146.0,505.0,-146.0,747.0,13.0,1519.0,340.0,1832.0,31.0,2309.0,394.0,0.35101792
Jaguar,Limousine,KKL,Modern,Sportlich,Elegant,-402.0,-161.0,-865.0,-136.0,-905.0,80.0,-794.0,333.0,457.0,663.0,1227.0,1023.0,1976.0,1116.0,2779.0,1021.0,2819.0,1011.0,3537.0,771.0,3950.0,713.0,4055.0,176.0,3841.0,-65.0,3325.0,-125.0,2905.0,0.0,2506.0,-180.0,425.0,-180.0,715.0,-63.0,1575.0,173.0,1830.0,-115.0,2418.0,184.0,0.20547362
Jaguar,Touring/Kombi,KKL,Praktisch,Modern,Elegant,-408.0,-161.0,-895.0,-150.0,-895.0,114.0,-810.0,376.0,411.0,665.0,1229.0,1043.0,2286.0,1147.0,2809.0,1135.0,3562.0,991.0,3895.0,761.0,4033.0,562.0,4052.0,193.0,3899.0,-33.0,3356.0,-106.0,2909.0,0.0,2508.0,-171.0,408.0,-171.0,717.0,-42.0,1568.0,203.0,1867.0,-97.0,2417.0,211.0,0.34100464
Jaguar,Limousine,GKL,Highclass,Elegant,Hochqualitativ,-432.0,-145.0,-814.0,-130.0,-889.0,101.0,-837.0,407.0,487.0,684.0,1384.0,1073.0,2092.0,1133.0,2919.0,1068.0,3041.0,1042.0,3787.0,810.0,4275.0,718.0,4367.0,227.0,4293.0,11.0,3589.0,-90.0,3158.0,1.0,2754.0,-140.0,534.0,-157.0,778.0,-24.0,1634.0,211.0,2020.0,-89.0,2635.0,209.0,0.1895831
Jaguar,Limousine,GKL,Elegant,Modern,Hochqualitativ,-414.0,-172.0,-823.0,-158.0,-890.0,72.0,-825.0,346.0,485.0,656.0,1373.0,1041.0,2073.0,1105.0,2288.0,1068.0,2915.0,1014.0,3663.0,782.0,4146.0,692.0,4237.0,173.0,4162.0,-16.0,3462.0,-131.0,3032.0,0.0,2623.0,-167.0,440.0,-184.0,778.0,-52.0,1635.0,183.0,1875.0,-120.0,2509.0,181.0,0.24877909
Jaguar,Coupe,GKL,Sportlich,Elegant,Highclass,-395.0,-162.0,-814.0,-146.0,-942.0,72.0,-923.0,206.0,614.0,595.0,1294.0,931.0,1743.0,982.0,2396.0,921.0,2488.0,904.0,3394.0,657.0,3706.0,597.0,3836.0,178.0,3700.0,-48.0,3136.0,-116.0,2753.0,0.0,2376.0,-174.0,390.0,-189.0,818.0,-97.0,1693.0,111.0,1929.0,-163.0,2292.0,179.0,0.3101793
Cadillac,Limousine,KKL,Elegant,Modern,Maskulin,-411.0,-215.0,-912.0,-201.0,-1029.0,-125.0,-865.0,438.0,231.0,671.0,1001.0,1029.0,1849.0,1139.0,2613.0,1066.0,2238.0,1081.0,3541.0,785.0,3954.0,748.0,4102.0,82.0,4003.0,-46.0,3253.0,-126.0,2836.0,0.0,2444.0,-158.0,412.0,-204.0,537.0,-78.0,1358.0,203.0,1711.0,-89.0,2322.0,206.0,0.19675373
Skoda,SUV/SAV,UKL,Praktisch,Hochqualitativ,Modern,-409.0,-118.0,-854.0,-63.0,-877.0,196.0,-763.0,513.0,168.0,680.0,856.0,1137.0,2258.0,1301.0,2468.0,1297.0,3106.0,1186.0,3230.0,787.0,3247.0,582.0,3346.0,147.0,3187.0,-20.0,2980.0,-100.0,2578.0,0.0,2166.0,-128.0,420.0,-128.0,527.0,-41.0,1283.0,303.0,1577.0,-55.0,2099.0,338.0,0.3413122
Opel,Van/Minivan,MKL,Praktisch,Hochqualitativ,Groß,-386.0,-181.0,-894.0,-164.0,-991.0,208.0,-898.0,449.0,-96.0,703.0,878.0,1183.0,2018.0,1314.0,2381.0,1309.0,3297.0,1181.0,3568.0,728.0,3594.0,551.0,3665.0,174.0,3537.0,-30.0,3145.0,-74.0,2760.0,0.0,2383.0,-158.0,389.0,-158.0,553.0,-36.0,1299.0,318.0,1605.0,-23.0,2091.0,374.0,0.37828255
Renault,Hatchback,UKL,Modern,Praktisch,Klein,-361.0,-119.0,-765.0,-112.0,-839.0,289.0,-729.0,494.0,15.0,735.0,882.0,1170.0,1692.0,1267.0,2502.0,1217.0,2780.0,1118.0,3037.0,784.0,3152.0,692.0,3245.0,244.0,3215.0,46.0,2954.0,-41.0,2581.0,0.0,2223.0,-99.0,373.0,-122.0,528.0,-4.0,1299.0,331.0,1656.0,91.0,2101.0,400.0,0.33759868
BMW,SUV/SAV,MKL,Praktisch,Groß,Hochqualitativ,-465.0,-105.0,-721.0,-44.0,-859.0,246.0,-748.0,576.0,442.0,827.0,1170.0,1286.0,2275.0,1390.0,2844.0,1377.0,3476.0,1238.0,3863.0,913.0,3892.0,880.0,3994.0,260.0,3902.0,9.0,3377.0,-39.0,2933.0,0.0,2456.0,-118.0,460.0,-118.0,825.0,91.0,1592.0,427.0,1874.0,122.0,2448.0,433.0,0.3305638
BMW,SAC,MKL,Sportlich,Maskulin,Hochqualitativ,-401.0,-131.0,-774.0,-45.0,-859.0,247.0,-716.0,588.0,458.0,827.0,1199.0,1249.0,1836.0,1338.0,2785.0,1252.0,3058.0,1176.0,3731.0,961.0,3911.0,945.0,4018.0,257.0,3935.0,102.0,3383.0,-62.0,2933.0,0.0,2544.0,-136.0,450.0,-136.0,809.0,77.0,1592.0,395.0,1848.0,93.0,2438.0,381.0,0.23198184
BMW,SUV/SAV,UKL,Praktisch,Hochqualitativ,Sportlich,-472.0,-99.0,-692.0,-82.0,-791.0,179.0,-716.0,518.0,509.0,725.0,1187.0,1152.0,1896.0,1241.0,2637.0,1219.0,3134.0,1105.0,3539.0,829.0,3582.0,753.0,3663.0,227.0,3640.0,86.0,3161.0,-5.0,2760.0,0.0,2361.0,-108.0,425.0,-108.0,697.0,-10.0,1513.0,275.0,1763.0,-45.0,2294.0,277.0,0.349831
BMW,Hatchback,UKL,Klein,Hochqualitativ,Praktisch,-386.0,-126.0,-715.0,-71.0,-752.0,149.0,-676.0,431.0,477.0,657.0,1153.0,1044.0,1916.0,1135.0,2560.0,1107.0,3083.0,1018.0,3353.0,720.0,3401.0,679.0,3488.0,336.0,3458.0,32.0,3038.0,-51.0,2660.0,0.0,2277.0,-126.0,411.0,-126.0,679.0,-47.0,1520.0,208.0,1796.0,-79.0,2254.0,220.0,0.31978327
BMW,Hatchback,UKL,Klein,Hochqualitativ,Praktisch,-386.0,-126.0,-714.0,-71.0,-752.0,149.0,-677.0,435.0,477.0,657.0,1153.0,1044.0,1914.0,1135.0,2556.0,1107.0,3083.0,1018.0,3353.0,720.0,3401.0,681.0,3489.0,337.0,3349.0,-33.0,3039.0,-51.0,2660.0,0.0,2277.0,-126.0,411.0,-126.0,679.0,-47.0,1521.0,208.0,1796.0,-79.0,2254.0,220.0,0.32460842
BMW,Limousine,GKL,Highclass,Elegant,Hochqualitativ,-426.0,-182.0,-739.0,-102.0,-863.0,91.0,-787.0,461.0,626.0,684.0,1306.0,1064.0,2133.0,1157.0,2805.0,1098.0,2877.0,1081.0,3588.0,793.0,4083.0,763.0,4205.0,278.0,4116.0,-46.0,3488.0,-88.0,3069.0,0.0,2657.0,-143.0,414.0,-143.0,776.0,-51.0,1612.0,210.0,1874.0,-78.0,2515.0,231.0,0.19524059
BMW,Limousine,GKL,Highclass,Elegant,Hochqualitativ,-427.0,-180.0,-739.0,-98.0,-864.0,97.0,-785.0,465.0,632.0,681.0,1306.0,1054.0,2205.0,1157.0,2960.0,1092.0,3024.0,1076.0,3752.0,776.0,4267.0,707.0,4348.0,257.0,4267.0,-31.0,3638.0,-106.0,3210.0,0.0,2774.0,-157.0,413.0,-145.0,786.0,-57.0,1623.0,199.0,2048.0,-94.0,2665.0,216.0,0.19967952
BMW,Coupe,GKL,Sportlich,Hochqualitativ,Highclass,-393.0,-173.0,-821.0,-119.0,-941.0,242.0,-832.0,401.0,605.0,652.0,1301.0,988.0,1966.0,1078.0,2815.0,992.0,2886.0,972.0,3498.0,733.0,3983.0,645.0,4065.0,309.0,4013.0,-17.0,3402.0,-94.0,2968.0,0.0,2568.0,-170.0,424.0,-170.0,765.0,-67.0,1630.0,157.0,1915.0,-108.0,2463.0,168.0,0.19792
BMW,Limousine,MKL,Praktisch,Hochqualitativ,Sportlich,-412.0,-135.0,-759.0,-92.0,-837.0,343.0,-734.0,496.0,538.0,725.0,1251.0,1138.0,2042.0,1235.0,2915.0,1168.0,3246.0,1096.0,3829.0,855.0,4079.0,835.0,4167.0,234.0,4093.0,-44.0,3492.0,-97.0,3070.0,0.0,2656.0,-146.0,421.0,-143.0,806.0,-57.0,1595.0,254.0,1872.0,-39.0,2558.0,271.0,0.2198191
BMW,Limousine,MKL,Praktisch,Hochqualitativ,Sportlich,-412.0,-135.0,-759.0,-92.0,-837.0,343.0,-734.0,496.0,538.0,725.0,1251.0,1138.0,2042.0,1235.0,2915.0,1168.0,3246.0,1096.0,3829.0,855.0,4079.0,835.0,4167.0,234.0,4093.0,-44.0,3492.0,-97.0,3070.0,0.0,2656.0,-146.0,421.0,-143.0,806.0,-57.0,1595.0,254.0,1872.0,-39.0,2558.0,271.0,0.2198191
BMW,Limousine,MKL,Elegant,Hochqualitativ,Praktisch,-401.0,-139.0,-676.0,-111.0,-833.0,293.0,-722.0,467.0,613.0,675.0,1292.0,1050.0,2096.0,1151.0,2811.0,1078.0,2842.0,1066.0,3525.0,783.0,3972.0,741.0,4066.0,280.0,4039.0,4.0,3384.0,-82.0,2968.0,0.0,2565.0,-130.0,411.0,-154.0,783.0,-52.0,1622.0,204.0,1899.0,-87.0,2468.0,206.0,0.21208704
BMW,Touring/Kombi,MKL,Praktisch,Hochqualitativ,Sportlich,-405.0,-140.0,-676.0,-111.0,-832.0,308.0,-722.0,468.0,616.0,672.0,1295.0,1044.0,2324.0,1148.0,2870.0,1137.0,3529.0,1020.0,3925.0,739.0,4001.0,674.0,4075.0,200.0,3995.0,-18.0,3383.0,-94.0,2968.0,0.0,2563.0,-139.0,413.0,-157.0,782.0,-55.0,1623.0,198.0,1895.0,-94.0,2469.0,198.0,0.33205202
BMW,Convertible,GKL,Sportlich,Hochqualitativ,Highclass,-393.0,-173.0,-819.0,-118.0,-941.0,233.0,-837.0,399.0,607.0,649.0,1304.0,985.0,1902.0,1052.0,2659.0,973.0,2813.0,939.0,3203.0,743.0,3873.0,634.0,3952.0,298.0,3900.0,-25.0,3298.0,-106.0,2855.0,0.0,2455.0,-167.0,424.0,-167.0,765.0,-70.0,1630.0,152.0,1915.0,-113.0,2330.0,162.0,0.21397293
BMW,Coupe,GKL,Sportlich,Elegant,Highclass,-394.0,-173.0,-818.0,-119.0,-941.0,262.0,-814.0,410.0,607.0,650.0,1303.0,985.0,1837.0,1056.0,2623.0,973.0,2661.0,960.0,3383.0,726.0,3873.0,635.0,3952.0,309.0,3853.0,-29.0,3298.0,-105.0,2855.0,0.0,2456.0,-166.0,424.0,-185.0,765.0,-70.0,1630.0,153.0,1915.0,-113.0,2330.0,162.0,0.22163405
BMW,SUV/SAV,MKL,Praktisch,Maskulin,Hochqualitativ,-443.0,-157.0,-607.0,-110.0,-890.0,237.0,-864.0,543.0,452.0,849.0,1168.0,1285.0,2258.0,1387.0,2857.0,1374.0,3550.0,1231.0,3866.0,916.0,3911.0,874.0,3995.0,183.0,3932.0,16.0,3384.0,-46.0,2933.0,0.0,2492.0,-119.0,442.0,-119.0,821.0,88.0,1585.0,423.0,1874.0,121.0,2448.0,430.0,0.33014622
BMW,SUV/SAV,MKL,Praktisch,Maskulin,Hochqualitativ,-443.0,-157.0,-850.0,-5.0,-890.0,249.0,-864.0,544.0,451.0,848.0,1168.0,1285.0,2256.0,1387.0,2829.0,1375.0,3552.0,1233.0,3867.0,917.0,3912.0,873.0,3995.0,185.0,3936.0,17.0,3384.0,-46.0,2933.0,0.0,2492.0,-119.0,442.0,-119.0,821.0,88.0,1585.0,423.0,1875.0,121.0,2448.0,430.0,0.2949872
BMW,SAC,MKL,Sportlich,Maskulin,Hochqualitativ,-446.0,-114.0,-824.0,-23.0,-890.0,205.0,-864.0,542.0,451.0,848.0,1192.0,1262.0,1856.0,1360.0,2796.0,1270.0,2970.0,1230.0,3716.0,964.0,3918.0,935.0,4019.0,378.0,3919.0,8.0,3397.0,-50.0,2933.0,0.0,2497.0,-123.0,454.0,-123.0,805.0,88.0,1592.0,405.0,1875.0,103.0,2438.0,391.0,0.2297774
BMW,Limousine,UKL,Sportlich,Hochqualitativ,Praktisch,-404.0,-131.0,-676.0,-102.0,-833.0,302.0,-722.0,477.0,614.0,684.0,1291.0,1058.0,2147.0,1160.0,2914.0,1095.0,2976.0,1079.0,3666.0,791.0,4111.0,750.0,4206.0,284.0,4132.0,1.0,3524.0,-74.0,3108.0,0.0,2703.0,-132.0,413.0,-132.0,782.0,-43.0,1622.0,212.0,1945.0,-79.0,2588.0,225.0,0.21158727
BMW,Hatchback,UKL,Klein,Praktisch,Hochqualitativ,-386.0,-154.0,-632.0,-99.0,-766.0,151.0,-653.0,464.0,518.0,675.0,1161.0,1041.0,1974.0,1135.0,2610.0,1105.0,3081.0,1013.0,3384.0,723.0,3458.0,662.0,3557.0,304.0,3497.0,-1.0,3088.0,-65.0,2690.0,0.0,2293.0,-129.0,381.0,-129.0,686.0,-46.0,1530.0,207.0,1801.0,-80.0,2284.0,220.0,0.30755484
BMW,Hatchback,UKL,Klein,Hochqualitativ,Sportlich,-386.0,-156.0,-632.0,-101.0,-766.0,144.0,-672.0,453.0,514.0,672.0,1161.0,1041.0,1948.0,1135.0,2603.0,1106.0,3082.0,1015.0,3384.0,724.0,3457.0,663.0,3557.0,306.0,3499.0,1.0,3089.0,-64.0,2690.0,0.0,2311.0,-128.0,383.0,-128.0,686.0,-47.0,1530.0,207.0,1802.0,-80.0,2284.0,220.0,0.30733585
BMW,Coupe,UKL,Sportlich,Hochqualitativ,Elegant,-381.0,-140.0,-621.0,-113.0,-780.0,290.0,-658.0,461.0,485.0,677.0,1164.0,1036.0,1879.0,1127.0,2547.0,1036.0,2556.0,1033.0,3141.0,769.0,3548.0,729.0,3651.0,295.0,3588.0,-13.0,3092.0,-78.0,2690.0,0.0,2306.0,-145.0,383.0,-145.0,684.0,-48.0,1529.0,203.0,1803.0,-90.0,2287.0,209.0,0.23829164
BMW,Coupe,UKL,Sportlich,Hochqualitativ,Elegant,-381.0,-140.0,-708.0,-104.0,-780.0,293.0,-750.0,397.0,483.0,678.0,1165.0,1037.0,1893.0,1127.0,2518.0,1045.0,2558.0,1028.0,3142.0,769.0,3548.0,729.0,3652.0,295.0,3588.0,-14.0,3094.0,-78.0,2690.0,0.0,2306.0,-145.0,383.0,-145.0,686.0,-51.0,1531.0,200.0,1801.0,-87.0,2285.0,211.0,0.23853233
BMW,Convertible,UKL,Sportlich,Hochqualitativ,Elegant,-390.0,-119.0,-678.0,-105.0,-780.0,301.0,-642.0,468.0,444.0,673.0,1165.0,1033.0,1899.0,1122.0,2565.0,1060.0,2702.0,977.0,3031.0,770.0,3548.0,730.0,3651.0,290.0,3588.0,-17.0,3094.0,-81.0,2690.0,0.0,2302.0,-146.0,369.0,-146.0,686.0,-52.0,1531.0,198.0,1796.0,-87.0,2246.0,216.0,0.22996487
BMW,Convertible,UKL,Sportlich,Hochqualitativ,Elegant,-390.0,-119.0,-697.0,-107.0,-780.0,291.0,-751.0,395.0,483.0,675.0,1165.0,1035.0,1813.0,1122.0,2511.0,1069.0,2700.0,978.0,3043.0,761.0,3548.0,730.0,3652.0,293.0,3588.0,-17.0,3094.0,-81.0,2690.0,0.0,2302.0,-146.0,369.0,-146.0,686.0,-52.0,1531.0,198.0,1796.0,-87.0,2246.0,216.0,0.22705863
BMW,SUV/SAV,KKL,Praktisch,Groß,Hochqualitativ,-426.0,-103.0,-735.0,-28.0,-855.0,208.0,-820.0,523.0,448.0,793.0,1134.0,1224.0,1961.0,1340.0,2751.0,1313.0,3327.0,1176.0,3670.0,877.0,3725.0,788.0,3787.0,257.0,3709.0,6.0,3263.0,-46.0,2810.0,0.0,2416.0,-116.0,388.0,-116.0,767.0,45.0,1542.0,370.0,1788.0,55.0,2367.0,376.0,0.30807132
